Time-Year,Time-Date,Ticker,AAPL,CDW,CTRX,FB,GOOG,GOOGL,INTC,MSFT,MU,QCOM,STX,TECD,TXN,WDC
2013,2013-08-16,,81.50,125.48,140.74,96.99,,135.52,82.54,105.39,184.58,101.74,161.97,97.15,124.26,166.21
2013,2013-08-19,,82.39,125.70,140.49,98.90,,136.90,83.95,104.01,181.82,100.88,160.17,96.99,123.30,165.19
2013,2013-08-20,,81.30,125.81,141.07,100.47,,136.86,84.86,104.80,181.82,101.46,162.05,97.02,124.29,167.24
2013,2013-08-21,,81.51,125.37,140.79,100.24,,137.48,83.52,104.77,179.58,101.24,163.25,94.48,123.33,170.78
2013,2013-08-22,,81.61,125.26,142.12,100.84,,138.17,83.88,107.34,182.61,102.09,165.60,93.88,124.49,173.16
2013,2013-08-23,,81.29,126.69,143.50,106.07,,137.62,84.54,115.16,182.61,102.12,165.81,92.01,125.29,168.36
2013,2013-08-26,,81.61,125.10,141.33,108.13,,137.02,83.92,113.17,181.55,101.82,165.68,92.92,125.69,166.74
2013,2013-08-27,,79.27,120.98,138.95,103.69,,134.45,83.60,110.22,173.65,100.41,159.10,92.19,122.67,158.08
2013,2013-08-28,,79.65,119.66,139.28,106.07,,134.19,83.95,109.43,174.44,101.22,160.60,93.19,123.27,160.70
2013,2013-08-29,,79.79,120.21,141.10,107.98,,135.28,83.09,111.18,178.79,101.46,157.39,93.45,123.83,156.24
2013,2013-08-30,,79.05,119.38,140.26,108.00,,133.93,82.82,110.70,178.79,101.33,158.33,92.03,122.50,159.52
2013,2013-09-03,,79.27,122.68,139.72,109.52,,136.07,83.13,105.66,184.58,102.06,159.79,92.49,123.93,162.78
2013,2013-09-04,,80.92,125.26,141.28,109.29,,137.84,85.29,103.40,194.33,102.86,162.05,93.75,126.25,166.87
2013,2013-09-05,,80.36,126.96,143.27,111.59,,139.10,85.13,103.50,199.87,103.70,163.29,93.99,126.62,167.50
2013,2013-09-06,,80.84,126.52,142.15,114.96,,139.10,85.41,103.22,201.05,103.99,163.03,93.04,125.66,167.21
2013,2013-09-09,,82.13,124.99,141.38,115.20,,140.44,86.31,104.91,205.80,105.95,165.94,93.60,127.48,168.28
2013,2013-09-10,,80.25,125.37,141.66,114.05,,140.54,86.58,107.34,214.23,107.16,169.70,94.52,129.27,170.04
2013,2013-09-11,,75.89,127.51,141.15,117.81,,141.73,85.92,108.51,217.26,104.10,167.69,94.65,128.38,169.41
2013,2013-09-12,,76.69,125.70,140.28,117.05,,141.23,85.25,108.34,213.44,105.19,165.81,93.43,128.01,165.90
2013,2013-09-13,,75.43,127.95,139.21,115.90,,140.60,88.31,109.47,213.44,104.85,166.28,93.07,129.17,165.61
2013,2013-09-16,,73.03,129.98,141.69,111.20,,140.39,88.11,108.71,216.60,104.10,169.15,94.07,129.74,167.29
2013,2013-09-17,,73.88,126.47,141.40,117.89,,140.14,89.45,109.13,221.87,106.14,170.47,94.55,130.63,167.47
2013,2013-09-18,,75.40,129.54,129.81,118.31,,142.86,90.04,110.43,227.54,106.46,172.05,94.70,131.00,165.40
2013,2013-09-19,,76.64,127.73,132.92,120.27,,142.08,90.07,111.49,226.09,106.20,170.90,94.10,130.87,165.69
2013,2013-09-20,,75.84,124.60,126.49,124.22,,142.82,89.56,108.68,227.01,105.59,171.07,93.30,129.97,163.85
2013,2013-09-23,,79.61,129.93,122.38,123.44,,140.20,88.98,108.51,224.64,105.46,169.15,93.02,129.80,162.80
2013,2013-09-24,,79.35,132.29,121.79,126.73,,140.25,89.29,107.55,224.51,104.74,172.69,93.49,129.27,166.42
2013,2013-09-25,,78.13,131.36,123.14,129.37,,138.73,89.29,107.75,223.58,105.12,181.24,94.08,129.31,168.36
2013,2013-09-26,,78.89,130.59,122.84,131.81,,138.88,88.19,108.61,230.17,105.29,178.25,94.80,129.51,163.54
2013,2013-09-27,,78.33,130.53,121.35,134.03,,138.60,86.58,110.26,232.15,103.01,179.79,94.27,128.81,163.54
2013,2013-09-30,,77.36,124.27,117.37,131.39,,138.52,86.35,110.29,230.17,102.92,180.81,93.43,129.21,163.75
2013,2013-10-01,,79.18,126.30,119.67,131.89,,140.27,85.99,111.29,232.02,103.19,184.70,96.78,129.57,165.40
2013,2013-10-02,,79.44,124.00,117.09,131.52,,140.43,86.23,112.42,232.67,103.47,189.87,95.98,129.11,166.71
2013,2013-10-03,,78.43,126.96,114.56,128.64,,138.55,85.13,112.21,237.42,102.60,188.25,94.65,129.01,165.69
2013,2013-10-04,,78.37,127.13,119.67,133.51,,137.96,85.92,112.28,243.35,103.99,189.53,95.28,128.08,167.97
2013,2013-10-07,,79.14,125.48,119.39,132.15,,136.91,85.99,110.36,243.61,102.73,186.58,94.05,127.85,166.34
2013,2013-10-08,,78.04,125.86,119.95,123.31,,135.00,84.70,109.40,236.23,101.44,185.04,93.20,125.85,163.69
2013,2013-10-09,,78.95,123.50,117.80,122.34,,135.35,85.09,109.61,239.13,100.46,185.43,92.31,126.02,163.04
2013,2013-10-10,,79.45,125.48,123.60,128.30,,137.31,87.01,111.87,242.82,102.18,190.21,92.91,128.68,169.25
2013,2013-10-11,,79.96,125.15,122.53,128.46,,137.90,87.64,113.10,221.87,103.28,191.20,93.41,129.51,172.35
2013,2013-10-14,,80.49,124.00,122.94,129.51,,138.55,88.35,114.17,224.90,103.58,195.56,92.79,130.04,177.96
2013,2013-10-15,,80.92,123.34,123.35,129.48,,139.49,88.11,114.31,222.92,104.22,194.10,91.65,129.07,176.47
2013,2013-10-16,,81.30,123.45,125.24,133.77,,142.02,89.29,114.79,223.45,105.29,198.42,92.61,130.70,179.04
2013,2013-10-17,,81.86,124.00,125.64,136.57,,140.56,90.11,115.71,225.96,105.04,200.21,94.10,130.37,181.98
2013,2013-10-18,,82.57,125.15,127.87,141.83,,159.95,89.96,115.85,224.37,104.57,206.75,94.65,130.57,185.34
2013,2013-10-21,,84.59,122.84,128.07,140.86,,158.67,90.94,115.95,218.31,105.13,208.63,94.57,131.46,186.78
2013,2013-10-22,,84.35,124.11,127.08,137.80,,159.25,90.66,114.61,220.82,105.37,203.03,94.80,129.17,186.57
2013,2013-10-23,,85.17,123.72,126.33,135.76,,163.11,89.45,111.87,218.05,102.49,198.68,93.92,127.41,181.09
2013,2013-10-24,,86.31,119.82,127.08,137.20,,162.19,89.60,111.73,221.74,102.34,200.64,94.27,127.91,182.19
2013,2013-10-25,,85.34,120.59,125.42,135.89,,160.55,91.33,118.42,218.45,104.38,205.77,94.66,129.04,187.59
2013,2013-10-28,,85.98,120.04,126.82,131.39,,160.52,91.76,117.87,220.29,104.79,205.98,95.53,131.53,187.07
2013,2013-10-29,,83.83,119.49,127.33,129.22,,163.88,92.39,117.70,230.57,105.38,199.36,97.79,134.92,187.88
2013,2013-10-30,,85.16,120.32,127.02,128.20,,162.96,92.31,117.77,229.12,105.55,204.53,96.61,134.78,189.09
2013,2013-10-31,,84.81,119.71,119.97,131.34,,162.98,92.19,117.36,232.94,106.25,201.15,97.17,135.98,179.85
2013,2013-11-01,,84.38,120.04,119.18,130.13,,162.42,91.64,117.74,231.62,106.87,203.29,97.08,135.78,180.40
2013,2013-11-04,,85.47,124.88,122.61,126.13,,162.28,91.41,119.11,235.70,106.35,203.55,97.14,135.68,186.15
2013,2013-11-05,,85.26,125.21,126.46,131.08,,161.55,91.37,121.44,232.81,105.51,200.26,96.57,135.38,183.87
2013,2013-11-06,,85.01,125.15,124.44,128.49,,161.74,92.19,126.52,230.57,106.62,200.26,96.82,136.14,184.34
2013,2013-11-07,,83.63,125.10,122.45,124.40,,159.40,91.49,124.29,233.47,102.57,196.15,96.37,134.55,181.40
2013,2013-11-08,,84.95,124.93,122.09,124.33,,160.68,91.60,125.21,238.60,103.12,200.85,98.05,135.65,185.13
2013,2013-11-11,,84.71,118.23,121.53,120.85,,159.82,91.92,124.56,240.71,103.37,199.70,98.50,135.01,184.84
2013,2013-11-12,,84.87,114.83,122.61,121.92,,160.01,92.90,123.81,245.45,104.74,199.32,99.23,135.21,186.31
2013,2013-11-13,,84.96,113.40,123.12,127.41,,163.28,93.53,126.45,249.28,107.06,203.29,99.05,136.94,187.09
2013,2013-11-14,,86.20,112.69,122.48,128.15,,163.72,92.74,126.00,252.83,108.88,208.89,100.06,137.74,195.91
2013,2013-11-15,,85.68,117.74,122.20,128.20,,163.45,93.25,125.39,256.39,110.34,204.02,100.97,137.47,195.15
2013,2013-11-18,,84.64,116.31,120.51,119.88,,163.14,93.53,123.29,254.15,109.98,202.18,99.74,137.11,191.82
2013,2013-11-19,,84.79,115.98,118.26,121.27,,162.13,93.92,122.68,251.12,109.84,199.49,98.03,136.18,190.14
2013,2013-11-20,,84.05,118.56,118.52,121.45,,161.68,93.41,123.81,247.69,108.60,198.93,96.86,135.48,190.98
2013,2013-11-21,,85.05,119.99,117.22,122.16,,163.53,95.92,124.87,263.37,109.63,201.07,98.67,137.11,193.28
2013,2013-11-22,,84.84,120.92,115.73,120.93,,163.19,90.78,125.45,266.01,111.55,201.50,98.97,137.77,194.05
2013,2013-11-25,,85.48,121.64,115.22,117.24,,165.41,90.31,125.69,261.66,110.83,202.01,98.35,137.47,193.23
2013,2013-11-26,,87.05,121.14,116.35,120.04,,167.38,89.92,124.70,267.59,112.60,203.42,97.83,137.97,193.36
2013,2013-11-27,,89.11,121.09,116.63,121.61,,168.13,90.90,125.56,278.92,112.99,204.36,97.38,137.37,196.80
2013,2013-11-29,,90.75,121.64,116.55,122.97,,167.57,90.66,127.31,278.00,113.02,204.44,97.04,138.93,193.81
2013,2013-12-02,,89.96,122.52,114.92,123.10,,166.76,90.11,128.40,280.24,112.82,207.78,96.84,138.30,194.86
2013,2013-12-03,,92.43,122.52,114.36,122.23,,166.57,89.56,127.92,287.62,112.62,206.92,96.11,138.40,195.09
2013,2013-12-04,,92.21,124.93,113.61,127.18,,167.35,90.27,130.02,286.69,112.41,208.29,95.66,137.07,200.37
2013,2013-12-05,,92.69,122.79,113.77,126.45,,167.21,92.23,126.90,285.24,112.49,207.78,96.78,137.84,198.32
2013,2013-12-06,,91.39,123.23,114.92,125.40,,169.20,94.39,128.10,293.94,113.31,214.36,98.02,140.52,203.80
2013,2013-12-09,,92.44,123.39,113.69,127.75,,170.50,94.78,129.26,304.61,112.71,211.41,97.47,140.79,203.54
2013,2013-12-10,,92.30,122.68,113.51,131.44,,171.53,94.39,127.24,304.87,112.73,212.35,97.10,140.26,204.91
2013,2013-12-11,,91.61,121.91,113.23,129.17,,170.37,92.86,125.59,296.44,112.16,206.62,93.62,138.30,201.08
2013,2013-12-12,,91.48,123.01,112.39,135.57,,169.21,93.06,124.29,296.97,111.72,205.98,91.95,137.04,203.70
2013,2013-12-13,,90.48,121.36,116.17,139.47,,167.76,92.35,122.50,304.08,111.49,208.42,92.46,135.55,204.17
2013,2013-12-16,,90.98,122.46,117.88,140.75,,169.69,92.98,123.19,300.00,111.82,214.02,92.36,136.64,210.91
2013,2013-12-17,,90.58,120.87,116.83,143.50,,169.20,93.76,121.96,301.98,112.02,220.73,93.28,137.07,215.42
2013,2013-12-18,,89.89,122.13,118.83,145.36,,171.55,95.65,122.16,287.35,112.41,219.49,93.09,139.26,212.07
2013,2013-12-19,,88.86,120.37,119.11,144.00,,171.78,95.61,121.03,284.85,111.27,218.80,92.98,137.17,212.07
2013,2013-12-20,,89.60,122.02,122.63,144.18,,174.06,95.29,122.88,292.09,112.00,232.05,94.53,138.40,213.56
2013,2013-12-23,,93.04,121.58,123.17,151.11,,176.35,96.27,122.26,283.14,111.89,233.50,93.99,140.09,213.43
2013,2013-12-24,,92.64,123.39,123.19,151.61,,175.83,96.70,123.81,287.48,112.21,233.21,95.02,140.33,214.01
2013,2013-12-26,,92.03,124.93,122.53,151.01,,176.72,97.72,125.01,286.43,112.88,233.55,95.47,140.82,215.37
2013,2013-12-27,,91.40,125.48,122.58,145.02,,176.87,97.33,124.53,283.53,113.37,232.05,95.84,141.09,214.69
2013,2013-12-30,,90.49,126.69,121.84,140.49,,175.46,98.31,124.53,280.63,113.01,235.64,95.94,141.82,216.68
2013,2013-12-31,,91.55,127.46,121.23,142.95,,177.24,98.71,124.91,286.56,114.06,234.10,96.59,141.85,217.50
2014,2014-01-02,,90.27,127.57,122.27,143.11,,176.04,98.08,124.08,285.38,112.63,230.98,95.25,139.26,214.32
2014,2014-01-03,,88.29,127.51,121.63,142.72,,174.75,98.04,123.26,276.28,111.97,236.88,95.30,139.86,215.90
2014,2014-01-06,,88.77,129.54,119.69,149.62,,176.70,96.82,120.65,272.33,111.67,237.39,94.20,138.70,214.87
2014,2014-01-07,,88.14,130.81,122.71,151.50,,180.11,97.29,121.58,286.30,112.51,245.13,95.60,137.97,222.04
2014,2014-01-08,,88.70,130.81,124.29,152.31,,180.48,96.70,119.42,314.49,113.18,248.59,95.60,139.86,224.00
2014,2014-01-09,,87.57,133.66,126.77,149.67,,178.74,96.23,118.63,306.19,113.54,241.84,96.71,139.13,220.15
2014,2014-01-10,,86.98,135.75,127.92,151.56,,178.73,97.10,120.34,312.38,113.48,243.42,98.15,139.30,221.54
2014,2014-01-13,,87.44,134.71,128.43,146.25,,177.59,96.98,116.81,307.38,112.47,244.02,97.15,136.48,219.33
2014,2014-01-14,,89.18,133.55,127.79,151.03,,181.77,100.82,119.49,311.86,112.74,251.50,97.79,140.03,227.83
2014,2014-01-15,,90.96,133.44,126.90,150.67,,181.65,101.41,122.74,307.38,114.45,253.63,102.04,140.66,230.67
2014,2014-01-16,,90.46,133.50,128.33,149.59,,182.85,100.90,123.19,304.74,114.78,252.86,102.30,140.13,230.59
2014,2014-01-17,,88.24,133.33,126.16,147.27,,181.95,98.31,121.48,294.86,114.80,255.13,101.65,140.39,230.25
2014,2014-01-21,,89.61,135.31,125.59,153.05,,184.03,97.29,120.79,304.61,115.91,255.30,102.38,141.69,230.35
2014,2014-01-22,,90.00,133.66,126.23,150.43,,184.24,96.23,119.97,311.59,116.41,254.27,102.94,144.14,228.33
2014,2014-01-23,,90.77,132.84,128.20,148.13,,183.46,95.57,120.41,311.46,116.55,253.21,102.28,142.45,225.66
2014,2014-01-24,,89.12,128.89,126.41,142.43,,177.73,94.35,122.92,301.98,113.79,244.15,100.92,138.77,220.36
2014,2014-01-27,,89.84,127.13,126.69,140.07,,174.16,94.00,120.31,301.71,112.44,242.01,98.26,137.77,219.28
2014,2014-01-28,,82.67,129.27,126.31,144.23,,177.60,94.66,121.10,303.69,110.59,214.79,97.72,138.60,216.11
2014,2014-01-29,,81.72,125.37,124.04,140.02,,175.05,93.84,122.40,299.21,109.26,223.63,97.87,137.97,218.28
2014,2014-01-30,,81.57,128.61,126.56,159.77,,179.56,94.08,123.09,308.96,112.54,221.37,99.79,138.90,225.37
2014,2014-01-31,,81.70,129.16,124.19,163.67,,186.77,93.33,126.35,303.56,114.01,220.34,100.94,137.97,223.37
2014,2014-02-03,,81.85,125.92,121.33,160.82,,179.25,91.06,121.82,300.53,112.63,212.99,95.15,135.01,216.45
2014,2014-02-04,,83.04,127.51,123.45,164.14,,180.00,90.58,121.37,303.03,111.39,208.38,95.98,133.02,216.45
2014,2014-02-05,,83.66,127.13,123.88,162.67,,180.79,90.27,119.62,307.11,111.17,204.74,96.42,133.29,214.48
2014,2014-02-06,,84.15,127.68,123.47,162.59,,183.44,92.08,120.82,317.65,112.51,206.88,99.08,134.15,216.08
2014,2014-02-07,,85.33,128.50,123.27,168.24,,186.21,92.94,122.09,322.92,114.31,208.25,100.90,136.48,219.52
2014,2014-02-10,,86.85,126.25,124.34,166.23,,185.49,93.25,122.88,327.67,114.73,209.83,104.27,137.84,219.54
2014,2014-02-11,,88.00,125.92,125.75,169.63,,188.22,93.92,124.12,325.56,116.16,207.61,103.50,140.33,220.02
2014,2014-02-12,,87.99,129.16,130.34,168.58,,187.67,94.23,125.11,327.93,117.39,206.97,103.37,140.89,223.11
2014,2014-02-13,,89.39,135.53,132.90,176.12,,189.76,94.82,125.59,328.19,117.42,208.59,105.20,142.32,224.69
2014,2014-02-14,,89.32,132.62,133.56,175.49,,190.22,95.06,125.63,330.43,117.18,210.85,110.03,142.71,224.79
2014,2014-02-18,,89.64,134.54,134.33,176.04,,191.50,95.06,125.90,334.91,116.13,209.06,109.68,143.18,223.82
2014,2014-02-19,,88.22,134.76,132.08,178.03,,190.14,94.04,126.17,334.91,116.40,206.20,109.23,142.95,221.51
2014,2014-02-20,,87.20,135.09,132.06,182.13,,190.43,94.98,127.00,335.84,116.66,210.34,110.07,143.81,223.56
2014,2014-02-21,,86.24,134.71,130.57,179.41,,190.38,93.76,127.75,330.43,116.15,213.42,109.28,143.64,228.15
2014,2014-02-24,,86.61,134.65,131.32,185.14,,191.75,94.55,126.79,326.09,115.86,215.17,109.04,144.61,229.67
2014,2014-02-25,,85.71,132.73,133.64,182.71,,192.94,94.51,126.28,319.63,115.08,213.16,107.64,144.67,227.57
2014,2014-02-26,,84.94,135.15,132.34,181.17,,192.97,95.21,126.04,319.10,115.28,217.56,106.61,145.20,231.45
2014,2014-02-27,,86.63,139.59,117.93,180.33,,192.81,95.06,127.38,318.71,115.50,218.33,106.66,145.70,229.22
2014,2014-02-28,,86.40,143.00,115.15,179.07,,192.25,95.06,128.89,318.71,115.66,219.49,107.82,146.27,225.50
2014,2014-03-03,,86.64,141.74,114.94,176.33,,190.20,94.04,127.10,322.53,113.64,219.91,105.63,145.04,227.86
2014,2014-03-04,,87.22,142.83,115.22,179.96,,192.13,94.47,129.23,330.83,117.46,223.63,107.71,147.26,230.09
2014,2014-03-05,,87.40,145.91,114.18,187.21,,192.66,94.04,128.20,327.14,118.33,221.03,107.68,147.00,228.99
2014,2014-03-06,,87.13,146.46,113.97,185.30,,192.88,94.55,128.34,326.35,118.83,210.68,107.62,148.62,224.82
2014,2014-03-07,,87.09,140.75,113.31,182.58,,192.11,94.59,127.51,321.74,118.52,207.31,107.71,149.19,218.39
2014,2014-03-10,,87.17,140.36,116.30,188.41,,191.60,95.37,127.24,327.40,118.94,210.85,107.94,149.25,220.62
2014,2014-03-11,,88.01,139.87,117.37,183.36,,189.78,94.94,127.89,325.03,118.39,209.79,105.90,148.59,215.71
2014,2014-03-12,,88.10,138.77,117.83,185.40,,190.93,95.06,128.75,327.27,118.78,213.42,105.97,151.08,218.18
2014,2014-03-13,,87.12,135.80,116.99,180.04,,188.05,94.31,127.48,317.65,116.73,209.32,104.49,146.37,218.28
2014,2014-03-14,,86.14,135.48,117.16,177.14,,185.47,94.04,126.83,315.68,115.35,210.90,105.84,144.18,220.41
2014,2014-03-17,,86.48,139.21,116.25,179.81,,188.53,94.82,127.99,315.28,118.86,213.29,107.39,147.30,220.70
2014,2014-03-18,,87.24,139.04,116.86,180.98,,191.56,95.29,133.04,322.66,119.54,218.38,108.84,147.73,223.77
2014,2014-03-19,,87.22,139.37,117.09,178.50,,189.66,96.04,132.11,315.94,118.55,217.31,107.49,148.09,222.61
2014,2014-03-20,,86.80,138.77,117.27,175.18,,189.33,97.61,135.68,316.34,120.54,223.33,108.26,152.77,228.10
2014,2014-03-21,,87.48,138.39,118.24,175.88,,187.09,96.63,135.09,311.73,120.67,224.96,107.38,153.40,229.72
2014,2014-03-24,,88.52,138.22,115.76,167.67,,183.12,96.43,136.26,309.35,119.97,222.91,107.77,151.51,228.07
2014,2014-03-25,,89.48,143.44,116.53,169.74,,183.25,97.72,135.71,310.01,121.25,231.84,108.72,151.91,232.92
2014,2014-03-26,,88.62,143.82,115.22,157.96,,179.02,97.41,133.86,300.79,120.85,233.63,107.34,150.95,232.35
2014,2014-03-27,,88.24,144.04,114.89,159.48,100.00,176.22,97.18,132.42,293.02,122.00,230.51,107.39,149.92,233.32
2014,2014-03-28,,88.14,145.96,113.59,156.97,100.27,177.15,98.35,135.57,288.67,122.36,230.98,110.65,151.74,232.56
2014,2014-03-31,,88.13,149.97,114.33,157.57,99.73,176.25,99.10,137.91,311.73,121.70,236.20,114.11,153.44,238.82
2014,2014-04-01,,88.93,155.35,115.86,163.80,101.56,179.48,99.76,139.35,322.00,123.62,239.70,115.78,154.63,243.28
2014,2014-04-02,,89.07,156.29,115.53,164.06,101.53,179.51,99.37,139.11,320.82,123.68,240.38,117.17,154.93,244.86
2014,2014-04-03,,88.45,153.32,111.78,155.61,102.02,180.58,101.37,137.98,316.21,124.32,241.37,116.15,155.16,243.10
2014,2014-04-04,,87.31,152.88,108.91,148.44,97.26,172.29,100.43,134.13,297.50,121.20,235.77,115.26,150.78,235.39
2014,2014-04-07,,85.94,150.63,106.46,148.97,96.36,170.83,101.69,133.89,286.03,120.51,231.15,114.40,150.48,233.05
2014,2014-04-08,,85.93,149.59,105.44,152.21,99.36,176.16,103.30,133.96,292.62,121.75,233.59,115.11,152.17,236.65
2014,2014-04-09,,87.06,154.42,107.00,163.25,101.02,179.17,103.57,136.16,297.76,123.36,234.19,121.36,153.70,237.33
2014,2014-04-10,,85.94,152.66,100.64,154.75,96.86,172.74,101.45,132.42,285.64,120.49,226.88,119.34,148.12,229.33
2014,2014-04-11,,85.31,149.70,99.34,153.10,95.01,169.92,100.51,131.90,278.39,120.40,224.53,114.11,146.33,229.43
2014,2014-04-14,,85.65,150.58,100.84,154.04,95.36,172.27,101.96,131.80,288.54,122.14,230.56,115.95,147.46,234.99
2014,2014-04-15,,85.03,152.06,102.76,154.56,96.06,173.38,102.75,133.72,292.09,122.67,230.81,118.12,149.05,232.45
2014,2014-04-16,,85.21,154.91,102.02,156.21,99.66,178.18,103.37,135.92,296.18,123.74,234.10,119.79,147.10,234.81
2014,2014-04-17,,86.19,155.41,99.85,154.17,96.00,171.68,103.81,134.61,315.02,125.50,233.72,119.13,149.12,236.83
2014,2014-04-21,,87.20,155.24,99.13,160.19,94.66,170.43,103.45,134.37,333.60,124.90,234.19,117.95,150.02,239.98
2014,2014-04-22,,87.30,156.62,100.31,164.87,95.77,172.36,103.02,134.55,344.93,124.40,234.10,118.74,151.58,239.53
2014,2014-04-23,,86.15,156.07,99.72,160.50,94.36,169.84,102.71,133.52,345.85,124.56,227.56,117.88,151.18,235.23
2014,2014-04-24,,93.21,155.19,99.59,159.22,94.04,168.87,102.71,134.10,344.66,120.18,226.84,116.92,157.72,233.58
2014,2014-04-25,,93.90,152.17,99.49,150.95,92.43,165.29,100.82,134.27,332.81,119.77,221.71,114.99,150.78,228.28
2014,2014-04-28,,97.54,152.83,98.93,146.85,92.60,165.25,101.06,137.50,323.85,120.46,221.20,116.17,148.85,227.68
2014,2014-04-29,,97.25,152.44,99.00,152.11,94.49,169.47,101.65,136.30,330.70,121.18,224.96,116.14,151.05,227.47
2014,2014-04-30,,96.89,154.04,96.42,156.37,94.31,169.01,102.47,135.92,344.14,121.48,221.11,116.98,148.85,229.09
2014,2014-05-01,,97.11,154.15,108.56,159.95,95.15,170.16,101.53,134.58,345.85,121.90,213.42,115.89,148.12,214.01
2014,2014-05-02,,97.29,154.86,108.74,158.15,94.53,168.69,101.37,133.52,346.64,121.90,214.66,118.18,149.92,217.65
2014,2014-05-05,,98.67,155.96,107.41,160.14,94.51,169.15,101.33,132.66,352.31,122.78,212.44,117.69,149.72,218.23
2014,2014-05-06,,97.59,153.76,105.34,153.10,92.24,165.12,101.45,131.39,351.52,122.41,211.37,117.45,148.62,219.54
2014,2014-05-07,,97.25,151.67,105.16,150.12,91.32,163.68,102.12,132.62,348.09,122.44,210.26,117.11,149.25,216.79
2014,2014-05-08,,97.07,156.73,102.68,148.47,91.50,164.36,102.00,133.34,354.81,122.69,207.26,117.28,151.01,217.42
2014,2014-05-09,,96.68,160.13,105.36,149.73,92.89,166.40,101.84,133.00,353.62,122.69,208.38,117.76,150.12,213.14
2014,2014-05-12,,97.88,164.09,108.33,156.50,94.89,170.13,102.12,134.48,362.45,123.43,209.36,119.97,153.77,214.48
2014,2014-05-13,,98.03,163.37,109.63,156.50,95.46,171.11,102.39,136.95,364.03,124.04,213.46,119.97,151.11,214.85
2014,2014-05-14,,98.04,162.05,108.74,154.93,94.30,168.86,101.96,136.33,353.89,124.10,215.56,117.90,149.35,221.93
2014,2014-05-15,,97.21,162.38,108.05,151.50,93.11,167.19,100.71,134.17,340.71,123.13,214.02,116.60,147.00,221.85
2014,2014-05-16,,98.65,163.10,109.35,151.77,93.23,166.93,99.96,134.92,342.95,122.56,215.30,117.03,147.33,223.45
2014,2014-05-19,,99.81,160.79,109.27,154.88,94.70,170.26,100.82,134.68,354.94,123.18,217.52,117.91,149.32,221.88
2014,2014-05-20,,99.84,159.80,109.96,153.18,94.86,170.75,100.82,134.44,349.80,123.25,213.93,116.83,149.68,218.07
2014,2014-05-21,,100.09,162.00,111.93,158.23,96.50,173.69,101.45,136.71,355.60,122.96,215.21,117.65,149.49,217.60
2014,2014-05-22,,100.26,153.87,113.15,158.30,97.60,175.51,101.26,135.85,357.97,122.78,217.05,116.08,151.11,217.55
2014,2014-05-23,,101.39,155.68,112.54,160.48,98.97,178.15,101.80,135.92,360.08,123.29,218.46,117.60,151.44,220.65
2014,2014-05-27,,103.29,157.72,111.24,166.05,101.34,181.64,103.41,136.16,369.70,124.18,224.40,118.85,151.78,227.39
2014,2014-05-28,,103.02,158.65,110.42,166.13,100.58,180.25,104.08,135.54,376.94,123.80,223.42,117.82,152.14,226.81
2014,2014-05-29,,104.90,159.36,112.01,166.96,100.29,180.28,104.39,136.67,376.55,123.76,223.16,112.80,152.80,226.63
2014,2014-05-30,,104.50,160.96,111.78,165.58,100.26,180.63,105.77,138.70,376.68,124.16,225.98,111.40,153.87,228.49
2014,2014-06-02,,103.79,161.39,111.34,165.00,99.19,178.32,105.53,138.18,377.60,124.85,226.32,112.19,153.87,227.99
2014,2014-06-03,,105.26,161.83,110.70,164.45,97.58,175.21,107.10,136.50,377.73,124.73,225.21,113.93,153.87,228.59
2014,2014-06-04,,106.46,162.93,111.14,165.68,97.53,174.97,106.87,136.60,381.69,123.99,225.56,113.16,153.44,231.87
2014,2014-06-05,,106.87,164.09,112.29,165.29,99.18,178.50,107.10,139.62,382.61,123.58,228.63,113.23,155.23,239.17
2014,2014-06-06,,106.58,164.58,113.69,163.48,99.62,178.85,109.06,140.51,389.20,124.70,233.42,113.14,155.56,239.72
2014,2014-06-09,,108.28,165.73,112.95,164.48,100.66,180.34,108.04,139.83,382.08,124.04,229.83,113.48,156.79,238.35
2014,2014-06-10,,108.92,166.72,112.41,172.04,100.37,179.57,109.34,139.28,388.80,122.85,229.32,114.06,157.09,236.12
2014,2014-06-11,,108.47,166.72,111.29,172.06,100.07,179.32,108.12,138.42,408.30,122.89,229.19,114.08,157.48,235.91
2014,2014-06-12,,106.66,165.84,110.09,168.17,98.73,176.79,108.24,137.50,406.59,123.08,228.03,113.83,157.65,233.42
2014,2014-06-13,,105.49,166.94,109.99,168.72,98.80,177.06,115.65,139.69,410.67,122.74,232.82,112.24,158.28,239.61
2014,2014-06-16,,106.56,168.15,111.34,167.90,97.46,174.51,116.20,140.58,420.42,122.01,235.13,111.85,157.62,237.88
2014,2014-06-17,,106.42,171.44,111.14,168.45,97.23,173.98,115.97,141.20,424.90,122.82,238.97,115.11,158.05,240.11
2014,2014-06-18,,106.53,171.39,111.65,171.59,99.09,177.15,115.89,141.10,422.40,122.86,240.21,114.34,156.75,241.87
2014,2014-06-19,,106.16,173.75,111.14,168.30,99.36,178.52,116.52,140.62,419.10,123.73,237.95,114.77,156.89,237.41
2014,2014-06-20,,105.06,175.67,112.80,168.72,99.62,179.01,116.95,141.20,419.63,123.90,236.67,114.02,156.99,237.88
2014,2014-06-23,,104.97,175.01,112.67,170.99,101.16,181.46,117.03,142.26,411.86,123.22,235.30,113.33,157.45,238.22
